date,mentions,ma,sd,z,is_peak
2018-06-25,1,1.1428571428571428,0.34992710611188294,-0.4082482904638624,False
2018-06-27,1,1.1428571428571428,0.34992710611188294,-0.4082482904638624,False
2018-06-30,1,1.1428571428571428,0.34992710611188294,-0.4082482904638624,False
2018-07-01,1,1.1428571428571428,0.34992710611188294,-0.4082482904638624,False
2018-07-02,2,1.2142857142857142,0.41032590332414526,1.9148542155126749,False
2018-07-04,3,1.3571428571428572,0.6102859818083953,2.691946385511002,True
2018-07-06,1,1.3571428571428572,0.6102859818083953,-0.5852057359806527,False
2018-07-11,1,1.3571428571428572,0.6102859818083953,-0.5852057359806527,False
2018-07-12,1,1.2857142857142858,0.5890150893739518,-0.4850712500726659,False
2018-07-13,2,1.3571428571428572,0.6102859818083953,1.0533703247651744,False
2018-07-14,1,1.3571428571428572,0.6102859818083953,-0.5852057359806527,False
2018-07-15,2,1.3571428571428572,0.6102859818083953,1.0533703247651744,False
2018-07-16,2,1.4285714285714286,0.6226998490772394,0.9176629354822465,False
2018-07-17,2,1.5,0.626783170528009,0.7977240352174653,False
2018-07-18,1,1.5,0.626783170528009,-0.7977240352174653,False
2018-07-19,3,1.6428571428571428,0.7178482586514925,1.8905706613989786,False
2018-07-20,1,1.6428571428571428,0.7178482586514925,-0.8955334711889897,False
2018-07-21,3,1.7857142857142858,0.7726181304565694,1.571650555971482,False
2018-07-22,2,1.7857142857142858,0.7726181304565694,0.27735009811261435,False
2018-07-25,2,1.7142857142857142,0.6998542122237654,0.408248290463863,False
2018-07-27,1,1.7142857142857142,0.6998542122237654,-1.020620726159657,False
2018-07-29,2,1.7857142857142858,0.6738557951469005,0.31799936400190776,False
2018-07-30,3,1.9285714285714286,0.7034898429854365,1.5230192477004276,False
2018-08-02,2,1.9285714285714286,0.7034898429854365,0.10153461651336179,False
2018-08-03,5,2.2142857142857144,1.012674777054131,2.7508479018485317,True
2018-08-05,1,2.142857142857143,1.0594569267279523,-1.0787197799411867,False
2018-08-12,1,2.0714285714285716,1.0996288798814755,-0.9743547036924463,False
2018-08-13,5,2.2857142857142856,1.3324827218698312,2.0370138161918097,False
2018-08-14,1,2.2857142857142856,1.3324827218698312,-0.9649012813540149,False
2018-08-15,1,2.142857142857143,1.3552618543578772,-0.8432740427115676,False
2018-08-16,1,2.142857142857143,1.3552618543578772,-0.8432740427115676,False
2018-08-17,2,2.0714285714285716,1.3343958351621006,-0.053528772757219054,False
2018-08-18,1,2.0,1.362770287738494,-0.7337993857053428,False
2018-08-19,2,2.0,1.362770287738494,0.0,False
2018-08-20,1,2.0,1.362770287738494,-0.7337993857053428,False
2018-08-21,1,1.9285714285714286,1.3868919884962572,-0.6695340634119862,False
2018-08-23,2,1.8571428571428572,1.355261854357877,0.10540925533894592,False
2018-08-24,1,1.7857142857142858,1.3720980508784677,-0.5726371269248889,False
2018-08-26,2,1.5714285714285714,1.0497813183356477,0.4082482904638631,False
2018-08-27,2,1.6428571428571428,1.0424656799518874,0.3425943549137659,False
2018-08-29,1,1.6428571428571428,1.0424656799518874,-0.6166698388447784,False
2018-08-30,2,1.4285714285714286,0.49487165930539295,1.1547005383792528,False
2018-09-01,3,1.5714285714285714,0.622699849077239,2.294157338705618,False
2018-09-02,1,1.5714285714285714,0.622699849077239,-0.9176629354822472,False
2018-09-03,3,1.7142857142857142,0.6998542122237653,1.8371173070873834,False
2018-09-04,2,1.7142857142857142,0.6998542122237653,0.4082482904638631,False
2018-09-05,1,1.7142857142857142,0.6998542122237653,-1.0206207261596572,False
2018-09-07,3,1.7857142857142858,0.7726181304565695,1.5716505559714817,False
2018-09-08,2,1.8571428571428572,0.7423074889580907,0.19245008972987504,False
2018-09-09,2,1.9285714285714286,0.7034898429854367,0.10153461651336176,False
2018-09-10,5,2.142857142857143,1.0594569267279526,2.696799449852967,True
2018-09-11,3,2.2857142857142856,1.0301575072754263,0.6933752452815359,False
2018-09-13,4,2.4285714285714284,1.1157499537009516,1.4084056792618547,False
2018-09-14,2,2.4285714285714284,1.1157499537009516,-0.3841106397986874,False
2018-09-15,2,2.5,1.052208561618304,-0.47519096331149085,False
2018-09-16,1,2.4285714285714284,1.1157499537009516,-1.2803687993289583,False
2018-09-21,3,2.4285714285714284,1.1157499537009516,0.5121475197315836,False
2018-09-22,2,2.5,1.052208561618304,-0.47519096331149085,False
2018-09-23,5,2.642857142857143,1.230977709972436,1.9148542155126744,False
2018-09-24,4,2.7857142857142856,1.2637004294967251,0.9608968122051756,False
2018-09-25,1,2.7857142857142856,1.2637004294967251,-1.413083547360552,False
2018-09-26,3,2.7857142857142856,1.2637004294967251,0.16957002568326637,False
2018-09-27,3,2.857142857142857,1.2453996981544797,0.11470786693528069,False
2018-09-28,1,2.7857142857142856,1.319013236615672,-1.3538259026847044,False
2018-09-29,2,2.5714285714285716,1.1780301787479042,-0.48507125007266566,False
2018-09-30,2,2.5,1.1801936887041657,-0.42365927286816135,False
2018-10-02,2,2.357142857142857,1.108869621161431,-0.32207831320041524,False
2018-10-03,2,2.357142857142857,1.108869621161431,-0.32207831320041524,False
2018-10-04,5,2.5714285714285716,1.2936264483053463,1.8773359432723895,False
2018-10-05,1,2.5714285714285716,1.2936264483053463,-1.214746786823311,False
2018-10-08,2,2.5,1.2955969390869333,-0.38592249249397964,False
2018-10-09,1,2.4285714285714284,1.3477115902938013,-1.0599978800063592,False
2018-10-11,2,2.2142857142857144,1.1450871101343858,-0.18713485846554168,False
2018-10-13,2,2.0714285714285716,1.0326308782000686,-0.06917144638660765,False
2018-10-14,1,2.0714285714285716,1.0326308782000686,-1.0375716957991121,False
2018-10-15,3,2.0714285714285716,1.0326308782000686,0.8992288030258968,False
2018-10-16,3,2.0714285714285716,1.0326308782000686,0.8992288030258968,False
2018-10-17,2,2.142857142857143,0.9897433186107872,-0.14433756729740635,False
2018-10-19,1,2.0714285714285716,1.0326308782000686,-1.0375716957991121,False
2018-10-20,2,2.0714285714285716,1.0326308782000686,-0.06917144638660765,False
2018-10-23,1,2.0,1.0690449676496974,-0.9354143466934856,False
2018-10-24,1,1.9285714285714286,1.0996288798814748,-0.8444407432001204,False
2018-10-26,1,1.6428571428571428,0.7178482586514905,-0.8955334711889922,False
2018-10-27,2,1.7142857142857142,0.6998542122237638,0.40824829046386396,False
2018-10-28,1,1.6428571428571428,0.7178482586514905,-0.8955334711889922,False
2018-11-01,2,1.7142857142857142,0.6998542122237638,0.40824829046386396,False
2018-11-02,1,1.6428571428571428,0.7178482586514905,-0.8955334711889922,False
