mentions_total,sov_honda_mean,eng_top10_mean_yt,eng_median_yt,views_sum_total,eng_top10_mean_ig,eng_median_ig,reviews_total,avg_rating,pos_share,product_cover_mean,peak_days
32327,0.9506363623613949,,,0.0,51247.0,41.0,0,,,0.5933954932387774,72
