mentions_total,sov_honda_mean,views_sum_total,reviews_total,avg_rating,pos_share_reviews,product_cover_mean,peak_days
33229,0.9475902454950799,0.0,902,4.2727272727272725,0.8192904656319291,0.5892262736593926,68
