date,Yamaha,BMW Motorrad,KTM,Triumph,Ducati
2025-07-21,73.85714285714286,3.7142857142857144,25.571428571428573,26.428571428571427,20.0
2025-07-22,74.0,3.7142857142857144,25.428571428571427,26.428571428571427,20.428571428571427
2025-07-23,72.85714285714286,3.857142857142857,25.857142857142858,25.857142857142858,20.571428571428573
2025-07-24,73.42857142857143,3.4285714285714284,25.571428571428573,25.714285714285715,20.571428571428573
2025-07-25,73.57142857142857,3.5714285714285716,26.0,24.714285714285715,20.714285714285715
2025-07-26,74.42857142857143,3.2857142857142856,26.0,24.714285714285715,20.857142857142858
2025-07-27,75.57142857142857,3.142857142857143,25.428571428571427,24.571428571428573,21.142857142857142
2025-07-28,76.0,3.2857142857142856,25.428571428571427,24.428571428571427,21.0
2025-07-29,76.71428571428571,2.7142857142857144,25.857142857142858,24.428571428571427,20.857142857142858
2025-07-30,77.28571428571429,2.4285714285714284,26.428571428571427,25.0,21.0
2025-07-31,77.14285714285714,2.7142857142857144,26.714285714285715,25.571428571428573,21.285714285714285
2025-08-01,76.71428571428571,2.7142857142857144,26.857142857142858,25.857142857142858,21.0
2025-08-02,76.14285714285714,3.0,27.142857142857142,25.571428571428573,20.714285714285715
2025-08-03,76.0,3.142857142857143,26.857142857142858,26.142857142857142,20.714285714285715
2025-08-04,76.28571428571429,3.142857142857143,27.142857142857142,26.571428571428573,21.142857142857142
2025-08-05,76.28571428571429,3.7142857142857144,27.142857142857142,26.571428571428573,21.0
2025-08-06,77.14285714285714,4.0,27.142857142857142,26.714285714285715,21.142857142857142
2025-08-07,78.28571428571429,4.0,26.571428571428573,26.285714285714285,20.571428571428573
2025-08-08,78.85714285714286,4.285714285714286,26.0,26.142857142857142,21.142857142857142
2025-08-09,79.71428571428571,4.285714285714286,25.285714285714285,26.714285714285715,20.714285714285715
2025-08-10,79.71428571428571,4.428571428571429,25.428571428571427,26.0,20.571428571428573
2025-08-11,79.85714285714286,4.285714285714286,25.571428571428573,25.571428571428573,20.0
2025-08-12,80.0,4.428571428571429,26.0,25.428571428571427,20.285714285714285
2025-08-13,79.28571428571429,4.142857142857143,25.428571428571427,25.142857142857142,20.0
2025-08-14,78.57142857142857,4.0,26.571428571428573,25.285714285714285,20.285714285714285
2025-08-15,78.85714285714286,3.5714285714285716,27.0,25.571428571428573,20.142857142857142
2025-08-16,77.28571428571429,3.4285714285714284,26.571428571428573,24.857142857142858,20.142857142857142
2025-08-17,77.57142857142857,3.2857142857142856,26.285714285714285,24.857142857142858,20.285714285714285
2025-08-18,77.85714285714286,3.2857142857142856,26.0,24.571428571428573,20.571428571428573
2025-08-19,78.14285714285714,3.142857142857143,25.428571428571427,24.571428571428573,20.142857142857142
2025-08-20,78.42857142857143,3.142857142857143,25.285714285714285,24.428571428571427,20.142857142857142
2025-08-21,78.71428571428571,3.142857142857143,24.285714285714285,23.857142857142858,20.142857142857142
2025-08-22,79.14285714285714,3.2857142857142856,24.0,23.857142857142858,19.857142857142858
2025-08-23,80.14285714285714,3.2857142857142856,24.0,24.285714285714285,20.571428571428573
2025-08-24,80.57142857142857,3.2857142857142856,24.285714285714285,24.428571428571427,20.714285714285715
2025-08-25,80.42857142857143,3.2857142857142856,24.142857142857142,24.285714285714285,20.428571428571427
2025-08-26,80.57142857142857,3.142857142857143,24.142857142857142,24.142857142857142,20.428571428571427
2025-08-27,80.42857142857143,3.142857142857143,24.0,24.0,20.285714285714285
2025-08-28,79.71428571428571,3.142857142857143,23.714285714285715,23.857142857142858,19.857142857142858
2025-08-29,78.71428571428571,3.0,23.428571428571427,23.285714285714285,19.428571428571427
2025-08-30,77.71428571428571,3.0,23.714285714285715,23.0,18.857142857142858
2025-08-31,76.0,3.0,23.285714285714285,22.714285714285715,17.857142857142858
