node,label,platform,node_type,city,in_degree,out_degree,betweenness,eigenvector,community
gr:HONDA Succursale France | Siège Social,HONDA Succursale France | Siège Social,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:HAUTS DE SEINE SERVICE | Honda,HAUTS DE SEINE SERVICE | Honda,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Rive Gauche Motos Royal Enfield Kymco CFMoto,Rive Gauche Motos Royal Enfield Kymco CFMoto,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Génération Scrambler,Génération Scrambler,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
"gr:Yam Paris 15 - concessionnaire Yamaha - motos, scooters & e-bike","Yam Paris 15 - concessionnaire Yamaha - motos, scooters & e-bike",google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Moto Champion,Moto Champion,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:PARIS MOTO SERVICES,PARIS MOTO SERVICES,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Kawasaki Twity Motos paris 10,Kawasaki Twity Motos paris 10,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:La Fourcherie,La Fourcherie,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:TRIUMPH Elysée Motor Paris,TRIUMPH Elysée Motor Paris,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:SPEEDWAY PARIS,SPEEDWAY PARIS,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Moto Racing,Moto Racing,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Star Motors,Star Motors,google_reviews,gr_place,Paris,5.0,0.0,0.0,0.0,-1
gr:Honda Vénissieux Lyon Sud - SUMA,Honda Vénissieux Lyon Sud - SUMA,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:KS Concession Lyon - Concessionnaire Royal Enfield,KS Concession Lyon - Concessionnaire Royal Enfield,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Honda Lyon Nord - SUMA,Honda Lyon Nord - SUMA,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Label Occasion - Groupe Chopard,Label Occasion - Groupe Chopard,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Only Moto,Only Moto,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Lyon Moto Virus - Groupe Chopard,Lyon Moto Virus - Groupe Chopard,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:KS Motorcycles,KS Motorcycles,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:MOTODEPOT,MOTODEPOT,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:POLE MOTO LYON NORD,POLE MOTO LYON NORD,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Garage Moto Lyon,Garage Moto Lyon,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Indian Motorcycle Lyon - Groupe Chopard,Indian Motorcycle Lyon - Groupe Chopard,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Aumiot Motos / Aumiot Loisirs,Aumiot Motos / Aumiot Loisirs,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:City Bike 69,City Bike 69,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Gandi moto - Peugeot scooters - moto - électrique véhicules neuf - d'occasion,Gandi moto - Peugeot scooters - moto - électrique véhicules neuf - d'occasion,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Maxxess Lyon - Dardilly,Maxxess Lyon - Dardilly,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:KTM Grand Lyon NORD,KTM Grand Lyon NORD,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
"gr:Alexis Motos - Concessionnaire Yamaha - motos, scooters","Alexis Motos - Concessionnaire Yamaha - motos, scooters",google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:e-DC Center - Dafy Speed MO TOWN - Concessionnaire LIVEWIRE,e-DC Center - Dafy Speed MO TOWN - Concessionnaire LIVEWIRE,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Triumph Lyon,Triumph Lyon,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:K 69 - Kawasaki Lyon Nord,K 69 - Kawasaki Lyon Nord,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:BMW Motorrad Pautric Lyon,BMW Motorrad Pautric Lyon,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Good Motors agency - location moto Lyon,Good Motors agency - location moto Lyon,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:Nomade 69 Lyon,Nomade 69 Lyon,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:SPEEDWAY LYON,SPEEDWAY LYON,google_reviews,gr_place,Lyon,5.0,0.0,0.0,0.0,-1
gr:URBAN moto,URBAN moto,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:Moto GP Agent SUZUKI,Moto GP Agent SUZUKI,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:Honda Japazur,Honda Japazur,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:Good Motors agency - location Moto Marseille,Good Motors agency - location Moto Marseille,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:MOTO LA MAJOR AUBAGNE - CONCESSIONNAIRE OFFICIEL PIAGGIO VESPA APRILIA - AGENT HONDA,MOTO LA MAJOR AUBAGNE - CONCESSIONNAIRE OFFICIEL PIAGGIO VESPA APRILIA - AGENT HONDA,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:SPORTING MOTO | Honda,SPORTING MOTO | Honda,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:JMJ Motors,JMJ Motors,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:Floride Moto KAWASAKI,Floride Moto KAWASAKI,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:21 Mobility,21 Mobility,google_reviews,gr_place,Marseille,5.0,0.0,0.0,0.0,-1
gr:Honda - Groupe Clim - Toulouse,Honda - Groupe Clim - Toulouse,google_reviews,gr_place,Toulouse,5.0,0.0,0.0,0.0,-1
gr:Deal Motos,Deal Motos,google_reviews,gr_place,Toulouse,5.0,0.0,0.0,0.0,-1
gr:Brands Motos Shop - Maintenant chez Moto Ride à Labège,Brands Motos Shop - Maintenant chez Moto Ride à Labège,google_reviews,gr_place,Toulouse,5.0,0.0,0.0,0.0,-1
gr:Moto 2000 On The Road,Moto 2000 On The Road,google_reviews,gr_place,Toulouse,5.0,0.0,0.0,0.0,-1
gr:JM Motors Bordeaux,JM Motors Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Louit Moto,Louit Moto,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Harley-Davidson Bordeaux,Harley-Davidson Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:100 SCOOTS 33 Bordeaux Lac - Concessionnaire YAMAHA et PEUGEOT Scooters & 3 Roues,100 SCOOTS 33 Bordeaux Lac - Concessionnaire YAMAHA et PEUGEOT Scooters & 3 Roues,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Sprint Motors - KYMCO - MASH - VOGE - MONDIAL - HYOSUNG,Sprint Motors - KYMCO - MASH - VOGE - MONDIAL - HYOSUNG,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Triumph Bordeaux,Triumph Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:eDOG,eDOG,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:MOTOSCOOT 33 - Benelli Fantic Rieju Kymco,MOTOSCOOT 33 - Benelli Fantic Rieju Kymco,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Universal Bike Bordeaux,Universal Bike Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Good Motors agency - Location motos Bordeaux,Good Motors agency - Location motos Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Aquitaine Moto Casse,Aquitaine Moto Casse,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Ed motors : garage motos Bordeaux,Ed motors : garage motos Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:Locamoto Location motos et scooters Bordeaux,Locamoto Location motos et scooters Bordeaux,google_reviews,gr_place,Bordeaux,5.0,0.0,0.0,0.0,-1
gr:BPM Motorbike – Ducati Rennes,BPM Motorbike – Ducati Rennes,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Honda Rennes SAS Sport Auto,Honda Rennes SAS Sport Auto,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Moto Axxe Rennes | Leconte Moto,Moto Axxe Rennes | Leconte Moto,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Motors Avenue Rennes ( RS Racing ) - BRP Can-Am,Motors Avenue Rennes ( RS Racing ) - BRP Can-Am,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Moto passion 35,Moto passion 35,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:KTM - MAXI MOTOS 35 Rennes,KTM - MAXI MOTOS 35 Rennes,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Moto Shop 35,Moto Shop 35,google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
"gr:Leconte Cesson, concessionnaire Peugeot Motocycles","Leconte Cesson, concessionnaire Peugeot Motocycles",google_reviews,gr_place,Rennes,5.0,0.0,0.0,0.0,-1
gr:Bracco Motos,Bracco Motos,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:NICE MOTO,NICE MOTO,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Honda Cavallari concessionnaire,Honda Cavallari concessionnaire,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Harlem Motorcycles : Spécialiste Harley-Davidson à Nice,Harlem Motorcycles : Spécialiste Harley-Davidson à Nice,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:VUILLERMOZ | Honda,VUILLERMOZ | Honda,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Yamaha Jacky Onda,Yamaha Jacky Onda,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Moto Evasion Nice,Moto Evasion Nice,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Express Moto,Express Moto,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Concessionnaire KAWASAKI TECHNIK MOTO,Concessionnaire KAWASAKI TECHNIK MOTO,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:SCOOT DISCOUNT,SCOOT DISCOUNT,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
"gr:Yamaha Castellan - Concessionnaire motos, scooters et e-bikes","Yamaha Castellan - Concessionnaire motos, scooters et e-bikes",google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
gr:Cbx Nice Parts,Cbx Nice Parts,google_reviews,gr_place,Nice,5.0,0.0,0.0,0.0,-1
@sunwichofjoy,@sunwichofjoy,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@thommogetty,@thommogetty,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@honda_racing_us,@honda_racing_us,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@honda.motor.semarang,@honda.motor.semarang,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@futureridesemperio,@futureridesemperio,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@herex_rosok_elite1200m,@herex_rosok_elite1200m,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@amerhrris,@amerhrris,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@brio_indonesia,@brio_indonesia,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@bikers_magaz,@bikers_magaz,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@dbljogja,@dbljogja,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@brioid.catalogue,@brioid.catalogue,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@carstyle_sulawesi,@carstyle_sulawesi,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@hondaseekonk,@hondaseekonk,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@scprojectexhaustofficial,@scprojectexhaustofficial,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@apworkshop.co.id,@apworkshop.co.id,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@rideiron,@rideiron,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@thorkracing,@thorkracing,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@modifiesby,@modifiesby,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@TegDistrict,@TegDistrict,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@dc5_japan,@dc5_japan,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@africatwin_by_boano,@africatwin_by_boano,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@africatwin_adventuresports,@africatwin_adventuresports,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@dualsportadventure_indonesia,@dualsportadventure_indonesia,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@clover_motorbikegarments,@clover_motorbikegarments,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@rikipit,@rikipit,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@enricarodellakikka,@enricarodellakikka,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@carla0404,@carla0404,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@lealiautomotoscooter,@lealiautomotoscooter,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@stefano_menoni81,@stefano_menoni81,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@quistin_mk,@quistin_mk,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@bortolotti_luigi,@bortolotti_luigi,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@enduristanfrance,@enduristanfrance,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@kriegausa,@kriegausa,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@fujigas,@fujigas,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@bigwingindia,@bigwingindia,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@isotta_official,@isotta_official,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@martin_rider_fr,@martin_rider_fr,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@germangypsies.adv,@germangypsies.adv,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@eduvisuals,@eduvisuals,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@vintagenduro,@vintagenduro,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@north.twin.rider,@north.twin.rider,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@smotard_necktube,@smotard_necktube,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@strandslightingdivision,@strandslightingdivision,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@asicsfrontrunner,@asicsfrontrunner,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@ethirteencomponents,@ethirteencomponents,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@bikerberg_flumserberg,@bikerberg_flumserberg,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@ridefoxbike,@ridefoxbike,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@bikenbiker.com,@bikenbiker.com,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@dynafit,@dynafit,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@tayhemming,@tayhemming,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@transalpino_official,@transalpino_official,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@senhor.luks,@senhor.luks,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@honda_transalp_rally_touring,@honda_transalp_rally_touring,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@www.georgetrips.gr,@www.georgetrips.gr,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@monossidoz,@monossidoz,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@cyclingswitzerland,@cyclingswitzerland,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@graubuenden,@graubuenden,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@ride_mag,@ride_mag,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@rideshimano,@rideshimano,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@stravacycling,@stravacycling,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@graubuendengravel,@graubuendengravel,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@swisscyclingteam,@swisscyclingteam,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@trekbikes,@trekbikes,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@trekbikes_de.at.ch,@trekbikes_de.at.ch,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@trekfactoryracingxc,@trekfactoryracingxc,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@velogrischa,@velogrischa,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@visitswitzerland,@visitswitzerland,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@fuchsmovesa,@fuchsmovesa,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@pooley_650,@pooley_650,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@supergood_bikers_for_autism,@supergood_bikers_for_autism,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@joktoyib,@joktoyib,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@indakohondasumut,@indakohondasumut,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@hondacb_500x,@hondacb_500x,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@honda.cb500x.2019,@honda.cb500x.2019,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@cb500x_se,@cb500x_se,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
@cb500xperu,@cb500xperu,instagram,ig_user,,4.0,0.0,0.0,0.0,-1
yt:Dil Deh Rider,Dil Deh Rider,youtube,yt_channel,,4.0,0.0,0.0,0.0,-1
yt:Ride55,Ride55,youtube,yt_channel,,4.0,0.0,0.0,0.0,-1
yt:Gilbert's Garage,Gilbert's Garage,youtube,yt_channel,,4.0,0.0,0.0,0.0,-1
yt:Sailing Epic,Sailing Epic,youtube,yt_channel,,4.0,0.0,0.0,0.0,-1
yt:ZAPA Rider - ซะป๊ะไรเดอร์,ZAPA Rider - ซะป๊ะไรเดอร์,youtube,yt_channel,,4.0,0.0,0.0,0.0,-1
@aristagroup.id,@aristagroup.id,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@tokokopituku,@tokokopituku,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondawinadventure,@hondawinadventure,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@bringatrailer,@bringatrailer,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondabogor.id,@hondabogor.id,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@honda.astramotor.semarang,@honda.astramotor.semarang,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ahass_shintaabadimotor,@ahass_shintaabadimotor,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@wekfest_japan,@wekfest_japan,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ricardofontes_22,@ricardofontes_22,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ndugal_merch,@ndugal_merch,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@alcorte_motos1,@alcorte_motos1,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@HONDA,@HONDA,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@briospeed,@briospeed,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@suka_brio,@suka_brio,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hobibrio,@hobibrio,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@rayswheels_official,@rayswheels_official,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@nexis_auto_moto,@nexis_auto_moto,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@japanriders,@japanriders,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@instagram,@instagram,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ashefrompallettown,@ashefrompallettown,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@trubbishbin,@trubbishbin,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@trirocksalt,@trirocksalt,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@rurounichan_cosplay,@rurounichan_cosplay,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@katsucon_ninjas,@katsucon_ninjas,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@serbukracingteam,@serbukracingteam,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@brio_lifestyle,@brio_lifestyle,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondabriogallery,@hondabriogallery,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hsroriginal,@hsroriginal,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@rajawali_autogallery_jaksel,@rajawali_autogallery_jaksel,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@6666garage,@6666garage,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@lastmobil46,@lastmobil46,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@sanderf46ker,@sanderf46ker,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondaprojason,@hondaprojason,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@xadv.official,@xadv.official,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ag_graphics.official,@ag_graphics.official,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@cokimamoto,@cokimamoto,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@bencaraudio,@bencaraudio,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondaeuromeet,@hondaeuromeet,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@enisefeyildirim,@enisefeyildirim,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@heldbikerfashion,@heldbikerfashion,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@oil.honda,@oil.honda,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@174dvcmi,@174dvcmi,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@beatfimodifikasi,@beatfimodifikasi,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@vrandaputra,@vrandaputra,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@DistrictDC5,@DistrictDC5,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@autozeit.ch,@autozeit.ch,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@bmwgsfans,@bmwgsfans,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@bmw_indonesia,@bmw_indonesia,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@bmw,@bmw,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@harleydavidsonbikersindonesia,@harleydavidsonbikersindonesia,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@harley.davidson.indonesia,@harley.davidson.indonesia,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@roadglide_owners.group,@roadglide_owners.group,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@shoeieurope,@shoeieurope,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@nicolaventiroli,@nicolaventiroli,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@tonibou,@tonibou,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@yabaninyolcusu,@yabaninyolcusu,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@decalmoto,@decalmoto,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondamotosiklet_tr,@hondamotosiklet_tr,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@africatwinlovers,@africatwinlovers,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@remus_sportexhaust,@remus_sportexhaust,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@onoffadv,@onoffadv,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@advpulse,@advpulse,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@cardo_uk,@cardo_uk,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@forcefieldbodyarmourworld,@forcefieldbodyarmourworld,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ruroc,@ruroc,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@caio5511,@caio5511,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@caberghelmets,@caberghelmets,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@Stylmartin_official,@Stylmartin_official,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@tomtomdrivers,@tomtomdrivers,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@roadbookmag,@roadbookmag,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@salvavan,@salvavan,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@davidszinger,@davidszinger,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ridekriega,@ridekriega,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondamotorcyclesgr,@hondamotorcyclesgr,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@marco_rothmans,@marco_rothmans,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@arrowexhaust,@arrowexhaust,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@mrfisk1,@mrfisk1,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@peakdesignmoto,@peakdesignmoto,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@honda_oldschool_czech,@honda_oldschool_czech,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@adam_riemann,@adam_riemann,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@hondamotorcyclesoman,@hondamotorcyclesoman,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@stylmartin_official,@stylmartin_official,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@africatwinturkey,@africatwinturkey,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@ridedownsouth.com,@ridedownsouth.com,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@motoxindustries.,@motoxindustries.,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
@xladv,@xladv,instagram,ig_user,,3.0,0.0,0.0,0.0,-1
